Date,Open,High,Low,Close
18-April-2016,10437.21,10480.20,10377.34,10473.90,
20-April-2016,10514.00,10539.82,10449.64,10492.03,
21-April-2016,10531.51,10574.96,10448.04,10476.08,
22-April-2016,10478.37,10499.89,10441.77,10468.76,
25-April-2016,10486.94,10487.06,10383.02,10414.28,
26-April-2016,10396.34,10548.50,10380.53,10536.05,
27-April-2016,10530.57,10575.85,10513.53,10557.75,
28-April-2016,10560.11,10578.96,10390.62,10403.92,
29-April-2016,10405.57,10456.75,10322.72,10406.12,
2-May-2016,10399.94,10409.66,10343.60,10392.66,
3-May-2016,10416.15,10496.20,10308.32,10322.06,
4-May-2016,10313.87,10316.17,10228.17,10241.78,
5-May-2016,10268.33,10320.95,10236.65,10271.52,
6-May-2016,10264.82,10284.30,10206.43,10271.89,
9-May-2016,10302.41,10437.15,10300.11,10428.65,
10-May-2016,10431.24,10464.08,10403.28,10450.07,
11-May-2016,10375.87,10464.74,10320.11,10409.63,
12-May-2016,10439.45,10498.77,10430.57,10489.92,
13-May-2016,10479.30,10484.97,10376.69,10399.54,
16-May-2016,10411.50,10460.36,10351.39,10446.60,
17-May-2016,10481.85,10535.12,10465.44,10478.28,
18-May-2016,10452.15,10474.20,10396.34,10462.84,
19-May-2016,10467.44,10468.76,10326.78,10342.49,
20-May-2016,10354.91,10384.37,10276.14,10292.45,
23-May-2016,10333.79,10358.80,10260.01,10267.57,
24-May-2016,10277.31,10282.20,10227.56,10270.35,
25-May-2016,10319.32,10476.52,10319.07,10470.12,
26-May-2016,10504.53,10634.35,10488.16,10622.62,
27-May-2016,10641.21,10749.68,10640.43,10739.61,
30-May-2016,10763.30,10805.65,10739.60,10777.35,
31-May-2016,10811.16,10816.18,10723.17,10761.49,
1-June-2016,10773.55,10831.61,10763.39,10771.38,
2-June-2016,10767.52,10835.93,10742.64,10822.35,
3-June-2016,10853.71,10886.07,10803.86,10817.38,
6-June-2016,10836.95,10839.79,10779.94,10800.88,
7-June-2016,10821.86,10911.59,10821.49,10878.74,
8-June-2016,10899.25,10920.21,10880.96,10909.15,
9-June-2016,10911.41,10918.30,10819.48,10843.20,
10-June-2016,10838.86,10920.28,10796.10,10801.59,
13-June-2016,10747.67,10747.79,10665.40,10728.70,
14-June-2016,10756.96,10759.46,10692.87,10738.95,
15-June-2016,10771.34,10858.62,10767.47,10847.35,
16-June-2016,10840.95,10840.95,10698.09,10776.21,
17-June-2016,10817.53,10853.45,10768.61,10805.87,
20-June-2016,10761.94,10895.80,10736.78,10889.34,
21-June-2016,10906.12,10910.51,10863.94,10879.70,
22-June-2016,10880.45,10912.09,10809.98,10852.43,
23-June-2016,10851.10,10936.55,10829.17,10915.89,
24-June-2016,10692.34,10717.54,10479.26,10707.39,
27-June-2016,10699.00,10786.14,10683.85,10758.54,
28-June-2016,10767.93,10834.03,10759.98,10812.63,
29-June-2016,10850.08,10926.99,10848.53,10914.32,
30-June-2016,10968.64,11045.33,10966.44,11029.45,
1-July-2016,11052.77,11132.10,11052.72,11106.31,
4-July-2016,11157.56,11210.46,11154.25,11172.62,
5-July-2016,11190.99,11196.66,11120.22,11140.28,
7-July-2016,11158.07,11178.05,11123.82,11140.36,
8-July-2016,11170.83,11172.26,11079.52,11122.45,
11-July-2016,11197.13,11304.04,11196.71,11297.82,
12-July-2016,11319.65,11364.92,11307.65,11356.51,
13-July-2016,11388.27,11396.74,11314.44,11331.39,
14-July-2016,11343.84,11402.93,11325.09,11397.40,
15-July-2016,11414.50,11448.53,11346.23,11361.58,
18-July-2016,11393.52,11429.11,11301.92,11316.80,
19-July-2016,11330.24,11348.50,11272.27,11334.01,
20-July-2016,11336.03,11416.96,11333.34,11410.93,
21-July-2016,11441.04,11447.88,11347.10,11353.30,
22-July-2016,11361.43,11426.87,11337.23,11420.35,
25-July-2016,11421.84,11542.66,11415.63,11538.83,
26-July-2016,11555.73,11573.88,11472.46,11490.05,
27-July-2016,11499.64,11587.01,11474.01,11532.63,
28-July-2016,11566.62,11609.33,11555.55,11598.10,
29-July-2016,11613.89,11633.37,11577.71,11585.96,
1-August-2016,11614.75,11690.38,11524.09,11591.48,
2-August-2016,11613.00,11661.16,11546.49,11552.00,
3-August-2016,11572.02,11573.09,11411.65,11431.44,
4-August-2016,11507.01,11514.60,11404.92,11453.45,
5-August-2016,11493.13,11637.67,11490.18,11627.71,
8-August-2016,11669.72,11703.80,11657.79,11690.43,
9-August-2016,11720.23,11720.23,11596.83,11641.07,
10-August-2016,11657.87,11661.20,11484.28,11497.06,
11-August-2016,11508.20,11533.00,11440.36,11513.37,
12-August-2016,11529.65,11622.13,11527.01,11598.51,
16-August-2016,11618.78,11632.48,11537.26,11590.99,
17-August-2016,11595.30,11643.96,11569.35,11596.86,
18-August-2016,11623.50,11687.33,11623.27,11670.00,
19-August-2016,11692.97,11710.32,11656.58,11681.18,
22-August-2016,11693.15,11714.82,11618.91,11633.64,
23-August-2016,11639.94,11647.45,11567.97,11625.18,
24-August-2016,11649.17,11684.12,11635.74,11671.30,
25-August-2016,11693.55,11719.08,11596.79,11608.35,
26-August-2016,11628.04,11655.19,11565.24,11591.88,
29-August-2016,11609.97,11638.96,11550.13,11626.39,
30-August-2016,11664.15,11817.82,11663.73,11788.84,
31-August-2016,11807.91,11880.02,11807.11,11834.89,
1-September-2016,11840.57,11872.42,11782.23,11805.03,
2-September-2016,11828.96,11869.17,11810.53,11851.03,
6-September-2016,11888.23,12036.61,11888.05,12026.98,
7-September-2016,12055.69,12072.58,12010.40,12020.89,
8-September-2016,12026.71,12083.11,12004.66,12074.35,
9-September-2016,12078.62,12078.73,11961.37,11972.58,
12-September-2016,11851.94,11851.95,11715.79,11729.44,
14-September-2016,11741.12,11795.69,11717.20,11788.52,
15-September-2016,11800.56,11819.86,11758.36,11791.15,
16-September-2016,11832.23,11941.71,11801.93,11840.67,
19-September-2016,11857.63,11899.81,11838.30,11874.04,
20-September-2016,11894.22,11896.33,11822.45,11839.44,
21-September-2016,11850.88,11910.43,11826.01,11840.40,
22-September-2016,11935.20,11991.19,11922.73,11970.49,
23-September-2016,11987.50,12005.76,11935.45,11947.61,
26-September-2016,11935.72,11935.72,11823.47,11833.11,
27-September-2016,11858.18,11892.22,11797.29,11816.90,
28-September-2016,11818.23,11909.08,11817.91,11886.38,
29-September-2016,11933.70,11965.41,11552.51,11603.12,
30-September-2016,11601.37,11722.65,11568.68,11700.65,
3-October-2016,11750.62,11920.85,11747.61,11915.57,
4-October-2016,11956.38,11980.33,11918.32,11968.00,
5-October-2016,12006.92,12023.02,11934.49,11965.62,
6-October-2016,11993.12,12032.26,11882.51,11923.07,
7-October-2016,11936.37,11957.73,11862.89,11907.81,
10-October-2016,11937.26,11969.03,11910.75,11915.63,
13-October-2016,11909.85,11909.85,11673.27,11735.00,
14-October-2016,11761.06,11791.76,11721.59,11774.60,
17-October-2016,11811.09,11817.66,11668.62,11684.16,
18-October-2016,11727.72,11888.09,11726.97,11884.20,
19-October-2016,11910.09,11916.72,11848.91,11879.62,
20-October-2016,11903.55,11971.67,11903.55,11927.43,
21-October-2016,11945.98,11945.98,11880.57,11929.72,
24-October-2016,11956.96,11987.24,11928.58,11952.74,
25-October-2016,11951.56,11961.93,11891.31,11931.44,
26-October-2016,11922.80,11922.80,11805.50,11833.43,
27-October-2016,11821.15,11828.34,11723.32,11795.86,
28-October-2016,11826.24,11871.28,11778.91,11853.37,
30-October-2016,11909.30,11921.71,11866.12,11878.89,
1-November-2016,11896.11,11926.95,11854.95,11862.94,
2-November-2016,11795.04,11795.16,11681.00,11691.60,
3-November-2016,11692.65,11739.60,11603.62,11617.59,
4-November-2016,11629.01,11635.01,11461.39,11504.86,
7-November-2016,11602.15,11653.86,11572.66,11595.48,
8-November-2016,11627.28,11665.28,11569.70,11645.65,
9-November-2016,11109.07,11508.21,10820.28,11462.20,
10-November-2016,11599.28,11713.38,11593.22,11613.31,
11-November-2016,11545.77,11545.81,11249.02,11270.49,
15-November-2016,11286.42,11286.52,10917.15,10934.43,
16-November-2016,11012.88,11087.94,10907.17,10946.59,
17-November-2016,10958.80,11013.40,10885.67,10917.59,
18-November-2016,10937.93,10978.19,10871.42,10920.98,
21-November-2016,10955.93,10959.73,10675.77,10691.03,
22-November-2016,10747.78,10825.41,10696.14,10805.10,
23-November-2016,10859.52,10893.01,10782.49,10879.02,
24-November-2016,10873.53,10875.90,10788.50,10821.11,
25-November-2016,10858.46,11016.01,10836.53,11005.09,
28-November-2016,11002.53,11071.97,10963.72,11042.10,
29-November-2016,11067.47,11148.20,11057.48,11076.11,
30-November-2016,11108.67,11203.12,11091.02,11195.09,
1-December-2016,11232.89,11237.64,11124.73,11130.68,
2-December-2016,11095.37,11095.37,10972.55,10989.25,
5-December-2016,11002.40,11060.87,10964.51,11047.74,
6-December-2016,11072.65,11121.04,11063.91,11074.58,
7-December-2016,11098.17,11132.45,10992.22,11026.88,
8-December-2016,11077.97,11214.49,11077.30,11205.17,
9-December-2016,11239.13,11249.60,11207.21,11227.73,
12-December-2016,11224.47,11224.48,11088.73,11108.97,
13-December-2016,11133.83,11149.84,11088.70,11141.36,
14-December-2016,11147.64,11153.69,11068.12,11080.37,
15-December-2016,11045.06,11147.94,11002.38,11056.28,
16-December-2016,11067.19,11081.51,11020.55,11031.97,
19-December-2016,11042.96,11042.96,10972.83,10982.89,
20-December-2016,10988.97,11008.97,10903.06,10922.72,
21-December-2016,10945.97,10964.41,10897.74,10907.80,
22-December-2016,10901.80,10907.26,10767.09,10782.56,
23-December-2016,10774.00,10834.65,10725.46,10781.37,
26-December-2016,10772.57,10775.15,10628.84,10633.98,
27-December-2016,10636.57,10815.64,10617.28,10801.71,
28-December-2016,10824.25,10916.10,10820.02,10829.73,
29-December-2016,10882.52,10940.41,10818.34,10931.52,
30-December-2016,10964.29,11056.68,10953.13,11036.44,
2-January-2017,11071.08,11091.39,11005.66,11072.57,
3-January-2017,11086.65,11145.85,11055.02,11119.59,
4-January-2017,11133.86,11163.65,11110.58,11119.08,
5-January-2017,11161.42,11247.96,11161.42,11236.35,
6-January-2017,11263.90,11293.46,11185.21,11199.51,
9-January-2017,11227.17,11231.32,11193.78,11203.16,
10-January-2017,11235.97,11279.15,11235.91,11274.73,
11-January-2017,11306.83,11413.69,11306.83,11402.48,
12-January-2017,11418.89,11454.18,11398.46,11429.21,
13-January-2017,11470.91,11493.35,11389.97,11423.49,
16-January-2017,11430.27,11470.02,11400.97,11456.66,
17-January-2017,11477.07,11504.20,11427.70,11448.45,
18-January-2017,11463.15,11540.70,11462.53,11490.75,
19-January-2017,11495.34,11532.27,11483.11,11518.80,
20-January-2017,11500.59,11514.38,11379.81,11388.54,
23-January-2017,11382.51,11465.11,11372.96,11449.08,
24-January-2017,11471.92,11572.27,11468.52,11564.65,
25-January-2017,11596.85,11724.65,11596.80,11716.17,
27-January-2017,11737.43,11825.55,11736.83,11783.09,
30-January-2017,11781.32,11811.72,11750.04,11773.74,
31-January-2017,11788.18,11788.30,11649.01,11659.94,
1-February-2017,11673.70,11879.85,11643.62,11873.72,
2-February-2017,11893.33,11949.30,11856.19,11924.46,
3-February-2017,11947.69,11978.43,11921.46,11959.40,
6-February-2017,12006.22,12073.11,12006.02,12051.26,
7-February-2017,12065.96,12076.24,11974.23,12014.51,
8-February-2017,12037.55,12059.64,11954.61,12032.03,
9-February-2017,12055.89,12105.44,11977.98,12049.23,
10-February-2017,12076.11,12099.43,12034.52,12053.91,
13-February-2017,12092.32,12098.54,11985.08,12048.60,
14-February-2017,12067.41,12067.49,11999.68,12017.95,
15-February-2017,12003.85,12029.63,11885.39,11898.00,
16-February-2017,11918.06,12011.98,11887.69,12006.41,
17-February-2017,12107.76,12127.42,12039.52,12068.00,
20-February-2017,12084.34,12157.47,12063.07,12152.54,
21-February-2017,12173.48,12222.07,12155.24,12206.79,
22-February-2017,12228.08,12256.35,12181.52,12201.17,
23-February-2017,12214.05,12270.70,12201.78,12212.80,
27-February-2017,12220.28,12240.36,12168.48,12176.88,
28-February-2017,12183.68,12214.70,12158.72,12176.95,
1-March-2017,12207.60,12271.42,12206.29,12247.98,
2-March-2017,12296.53,12313.70,12122.63,12143.24,
3-March-2017,12142.81,12167.62,12101.74,12156.62,
6-March-2017,12174.55,12242.77,12174.55,12232.52,
7-March-2017,12251.22,12253.47,12204.31,12219.59,
8-March-2017,12229.07,12239.17,12135.25,12179.26,
9-March-2017,12182.34,12215.51,12154.27,12178.30,
10-March-2017,12206.99,12246.10,12151.21,12176.27,
14-March-2017,12370.88,12415.34,12332.23,12372.51,
15-March-2017,12384.93,12427.24,12376.92,12404.64,
16-March-2017,12446.02,12523.35,12446.02,12516.72,
17-March-2017,12570.58,12591.57,12497.76,12524.81,
20-March-2017,12548.08,12561.90,12488.69,12507.67,
21-March-2017,12520.44,12527.14,12438.08,12488.63,
22-March-2017,12440.89,12440.89,12346.72,12366.69,
23-March-2017,12393.39,12470.93,12393.26,12454.94,
24-March-2017,12466.99,12523.14,12466.88,12485.43,
27-March-2017,12486.42,12491.67,12400.24,12428.98,
28-March-2017,12463.21,12513.04,12463.21,12502.20,
29-March-2017,12532.29,12554.84,12513.86,12547.77,
30-March-2017,12562.79,12613.73,12557.11,12605.30,
31-March-2017,12612.14,12650.57,12601.00,12631.90,
3-April-2017,12674.13,12730.63,12669.36,12725.42,
5-April-2017,12757.30,12799.63,12714.60,12789.32,
6-April-2017,12787.56,12794.12,12736.17,12785.00,
7-April-2017,12763.62,12804.46,12695.35,12712.39,
10-April-2017,12742.50,12771.72,12707.65,12724.97,
11-April-2017,12742.17,12814.14,12727.28,12809.11,
12-April-2017,12829.80,12838.88,12690.98,12766.16,
13-April-2017,12769.62,12773.65,12703.75,12710.75,
17-April-2017,12716.82,12735.46,12672.77,12706.02,
18-April-2017,12739.88,12827.24,12630.63,12643.78,
19-April-2017,12659.88,12693.06,12616.53,12675.68,
20-April-2017,12688.47,12752.07,12686.30,12741.44,
21-April-2017,12794.37,12804.43,12690.34,12729.13,
24-April-2017,12752.63,12862.69,12752.45,12854.14,
25-April-2017,12919.14,12987.25,12908.20,12982.49,
26-April-2017,13019.13,13053.04,12924.67,13005.91,
27-April-2017,13013.90,13032.13,12979.88,12993.79,
28-April-2017,13014.73,13017.09,12959.33,12979.24,
2-May-2017,13016.89,13057.46,12941.37,13006.66,
3-May-2017,13036.05,13052.60,12984.19,12997.91,
4-May-2017,13050.72,13070.43,13019.90,13062.14,
5-May-2017,13076.19,13084.26,12920.20,12945.57,
8-May-2017,12984.03,13029.14,12976.94,13001.19,
9-May-2017,13022.55,13052.12,13000.87,13027.62,
10-May-2017,13058.63,13158.46,13058.29,13151.07,
11-May-2017,13189.34,13215.77,13158.03,13167.60,
12-May-2017,13187.01,13188.97,13076.87,13112.98,
15-May-2017,13154.59,13200.60,13154.09,13195.46,
16-May-2017,13221.75,13276.68,13214.54,13273.30,
17-May-2017,13286.58,13288.81,13237.75,13270.30,
18-May-2017,13205.59,13222.12,13070.02,13085.67,
19-May-2017,13134.02,13206.81,12995.40,13051.03,
22-May-2017,13121.25,13151.78,13007.07,13016.74,
23-May-2017,13023.03,13029.56,12837.10,12893.54,
24-May-2017,12924.09,12949.08,12781.06,12810.75,
25-May-2017,12842.82,13016.07,12833.19,13007.44,
26-May-2017,13022.44,13171.57,13008.58,13164.84,
29-May-2017,13154.62,13200.55,13063.04,13112.10,
30-May-2017,13108.98,13169.90,13060.25,13158.31,
31-May-2017,13190.13,13229.39,13172.29,13199.15,
1-June-2017,13198.12,13240.96,13182.46,13221.57,
2-June-2017,13257.37,13302.04,13257.21,13290.23,
5-June-2017,13306.58,13353.87,13290.33,13332.17,
6-June-2017,13375.36,13378.46,13252.08,13271.80,
7-June-2017,13297.99,13345.67,13279.22,13323.45,
8-June-2017,13347.83,13364.61,13305.66,13318.96,
9-June-2017,13319.81,13366.07,13277.25,13355.15,
12-June-2017,13348.05,13348.20,13265.08,13287.07,
13-June-2017,13300.12,13354.00,13272.52,13288.32,
14-June-2017,13303.44,13313.68,13248.97,13303.08,
15-June-2017,13319.93,13321.35,13252.55,13277.70,
16-June-2017,13309.20,13339.90,13267.94,13287.83,
19-June-2017,13330.44,13380.06,13322.40,13354.99,
20-June-2017,13385.80,13396.88,13347.77,13362.56,
21-June-2017,13365.94,13365.95,13318.72,13342.37,
22-June-2017,13373.04,13431.53,13302.34,13316.08,
23-June-2017,13338.72,13342.45,13176.58,13207.78,
27-June-2017,13239.90,13257.47,13052.34,13102.99,
28-June-2017,13112.49,13131.83,13052.88,13091.72,
29-June-2017,13128.43,13211.20,13115.47,13130.59,
30-June-2017,13125.00,13194.40,13059.68,13178.45,
3-July-2017,13253.59,13323.38,13211.19,13314.72,
4-July-2017,13355.08,13372.53,13285.29,13303.99,
5-July-2017,13330.45,13376.96,13307.82,13367.72,
6-July-2017,13396.45,13454.44,13390.37,13411.66,
7-July-2017,13417.22,13437.19,13382.15,13409.25,
10-July-2017,13466.14,13551.98,13460.02,13535.83,
11-July-2017,13567.48,13594.60,13503.84,13512.45,
12-July-2017,13542.73,13583.90,13527.66,13575.70,
13-July-2017,13619.45,13676.05,13618.08,13664.47,
14-July-2017,13691.37,13699.94,13596.84,13660.58,
17-July-2017,13676.71,13706.44,13662.94,13692.47,
18-July-2017,13621.10,13669.65,13572.82,13581.81,
19-July-2017,13639.11,13705.56,13626.40,13699.15,
20-July-2017,13723.88,13730.67,13658.14,13665.62,
21-July-2017,13706.53,13724.44,13608.32,13704.49,
24-July-2017,13732.80,13797.69,13723.61,13763.30,
25-July-2017,13803.73,13813.15,13753.51,13776.11,
26-July-2017,13801.30,13844.25,13789.33,13835.12,
27-July-2017,13885.21,13947.56,13802.38,13822.04,
28-July-2017,13822.39,13842.87,13748.97,13828.51,
31-July-2017,13862.07,13907.26,13842.98,13897.23,
1-August-2017,13934.41,13944.06,13895.34,13928.15,
2-August-2017,13955.62,13963.72,13866.55,13894.31,
3-August-2017,13911.20,13911.20,13787.60,13808.49,
4-August-2017,13794.44,13893.80,13773.70,13879.81,
7-August-2017,13911.00,13953.73,13897.25,13929.65,
8-August-2017,13955.90,13968.92,13757.67,13799.70,
9-August-2017,13770.83,13782.33,13631.36,13661.74,
10-August-2017,13644.68,13645.48,13356.06,13438.71,
11-August-2017,13354.24,13426.72,13245.92,13336.33,
14-August-2017,13385.82,13540.77,13385.67,13512.71,
16-August-2017,13564.48,13669.27,13496.37,13660.04,
17-August-2017,13712.39,13741.67,13649.41,13671.49,
18-August-2017,13646.78,13646.78,13517.45,13595.73,
21-August-2017,13637.74,13661.77,13446.59,13462.74,
22-August-2017,13512.46,13568.12,13431.81,13451.61,
23-August-2017,13501.86,13592.35,13492.23,13586.07,
24-August-2017,13621.36,13642.59,13592.40,13617.08,
28-August-2017,13666.23,13733.06,13662.32,13721.44,
29-August-2017,13715.33,13718.28,13558.75,13569.69,
30-August-2017,13622.00,13740.06,13621.76,13716.31,
31-August-2017,13735.26,13769.81,13695.85,13762.13,
1-September-2017,13781.37,13871.39,13777.48,13857.59,
4-September-2017,13874.96,13875.02,13678.31,13765.68,
5-September-2017,13790.32,13854.71,13771.66,13841.91,
6-September-2017,13808.97,13843.51,13754.26,13818.22,
7-September-2017,13862.65,13908.15,13849.27,13863.40,
8-September-2017,13888.77,13918.55,13823.03,13848.84,
11-September-2017,13901.76,13982.66,13900.13,13953.11,
12-September-2017,14015.07,14082.55,13991.42,14075.48,
13-September-2017,14094.87,14139.10,14017.66,14038.26,
14-September-2017,14117.01,14128.18,14047.53,14074.78,
15-September-2017,14051.13,14107.43,14005.31,14077.60,
18-September-2017,14122.66,14195.41,14122.53,14167.49,
19-September-2017,14204.29,14205.78,14148.29,14178.10,
20-September-2017,14205.73,14216.92,14149.84,14157.97,
21-September-2017,14163.38,14188.52,14012.46,14110.40,
22-September-2017,14090.86,14090.86,13817.50,13834.58,
25-September-2017,13856.21,13864.28,13578.52,13676.28,
26-September-2017,13693.46,13742.27,13613.01,13702.10,
27-September-2017,13762.63,13767.59,13463.04,13488.39,
28-September-2017,13512.06,13569.06,13427.95,13549.52,
29-September-2017,13593.09,13702.40,13592.38,13610.70,
3-October-2017,13704.23,13744.39,13684.23,13715.18,
4-October-2017,13741.59,13817.93,13715.74,13786.47,
5-October-2017,13812.06,13855.88,13776.39,13786.36,
6-October-2017,13812.34,13920.20,13812.34,13910.16,
9-October-2017,13934.92,13978.29,13900.52,13930.58,
10-October-2017,13957.11,14009.18,13957.05,13988.24,
11-October-2017,14021.96,14072.94,13874.41,13920.86,
12-October-2017,13949.08,14083.64,13913.18,14073.21,
13-October-2017,14101.12,14174.79,14100.79,14146.89,
16-October-2017,14177.56,14247.65,14152.53,14220.91,
17-October-2017,14232.52,14266.09,14208.29,14247.04,
18-October-2017,14235.90,14258.46,14177.81,14221.15,
19-October-2017,14266.86,14272.62,14116.65,14154.57,
23-October-2017,14164.61,14239.85,14127.01,14198.43,
24-October-2017,14236.67,14276.14,14207.12,14236.09,
25-October-2017,14367.14,14406.59,14281.75,14351.96,
26-October-2017,14360.70,14430.89,14317.62,14415.98,
27-October-2017,14445.01,14460.36,14389.16,14405.17,
30-October-2017,14450.63,14517.71,14446.43,14494.19,
31-October-2017,14501.09,14522.24,14455.35,14485.57,
1-November-2017,14544.80,14639.05,14543.99,14608.93,
2-November-2017,14637.60,14664.07,14590.93,14620.89,
3-November-2017,14658.98,14676.36,14600.31,14657.91,
6-November-2017,14676.99,14731.05,14634.65,14681.83,
7-November-2017,14712.57,14741.48,14491.10,14518.09,
8-November-2017,14542.82,14568.67,14403.11,14435.36,
9-November-2017,14496.93,14542.21,14388.74,14480.92,
10-November-2017,14477.70,14531.07,14411.31,14484.86,
13-November-2017,14524.37,14532.33,14369.16,14379.22,
14-November-2017,14375.71,14419.58,14314.01,14328.35,
15-November-2017,14333.60,14333.64,14164.90,14203.06,
16-November-2017,14227.12,14366.24,14226.90,14344.02,
17-November-2017,14455.91,14537.39,14430.50,14454.33,
20-November-2017,14471.85,14506.71,14438.38,14493.95,
21-November-2017,14528.83,14585.39,14507.01,14533.72,
22-November-2017,14566.10,14591.09,14501.05,14550.08,
23-November-2017,14559.93,14605.28,14506.77,14572.15,
24-November-2017,14601.07,14645.41,14596.60,14628.58,
27-November-2017,14619.48,14669.55,14580.26,14662.65,
28-November-2017,14667.05,14699.78,14615.35,14641.92,
29-November-2017,14665.38,14685.83,14606.03,14627.31,
30-November-2017,14605.74,14611.96,14478.12,14493.58,
1-December-2017,14536.18,14578.00,14317.34,14338.18,
4-December-2017,14394.53,14414.20,14288.86,14336.17,
5-December-2017,14322.70,14352.89,14239.24,14326.77,
6-December-2017,14323.40,14324.32,14207.77,14216.94,
7-December-2017,14228.47,14416.62,14225.66,14399.72,
8-December-2017,14441.08,14551.01,14441.03,14535.58,
11-December-2017,14575.77,14625.12,14563.35,14600.85,
12-December-2017,14591.18,14600.72,14479.26,14487.93,
13-December-2017,14495.82,14551.38,14369.09,14399.19,
14-December-2017,14425.20,14477.56,14313.28,14453.18,
15-December-2017,14543.29,14625.33,14543.29,14586.05,
18-December-2017,14563.40,14738.74,14254.77,14660.92,
19-December-2017,14713.19,14811.35,14705.21,14802.54,
20-December-2017,14834.59,14862.66,14794.44,14808.62,
21-December-2017,14830.22,14865.45,14814.80,14844.87,
22-December-2017,14863.73,14929.23,14863.68,14908.09,
26-December-2017,14936.25,14974.78,14918.48,14964.43,
27-December-2017,14993.44,15015.22,14887.48,14922.24,
28-December-2017,14940.18,14985.35,14889.18,14916.06,
29-December-2017,14948.62,15013.42,14948.62,15002.73,
1-January-2018,15020.45,15056.39,14913.84,14935.58,
2-January-2018,14972.91,15004.45,14837.22,14895.40,
3-January-2018,14938.32,15005.80,14914.16,14931.96,
4-January-2018,14980.54,15042.57,14942.25,15032.66,
5-January-2018,15067.09,15147.04,15067.08,15137.99,
8-January-2018,15179.36,15256.71,15179.36,15244.23,
9-January-2018,15272.51,15295.07,15205.77,15250.72,
10-January-2018,15288.19,15297.99,15184.87,15234.96,
11-January-2018,15252.97,15297.65,15220.74,15267.12,
12-January-2018,15301.06,15333.37,15165.22,15283.93,
15-January-2018,15327.61,15414.34,15327.02,15341.72,
16-January-2018,15362.52,15380.47,15192.30,15210.24,
17-January-2018,15210.66,15342.11,15095.17,15327.56,
18-January-2018,15423.22,15464.68,15198.56,15258.97,
19-January-2018,15285.61,15393.43,15235.36,15378.91,
22-January-2018,15414.35,15493.31,15369.08,15483.36,
23-January-2018,15519.05,15639.36,15517.97,15619.31,
24-January-2018,15626.16,15660.94,15553.53,15591.54,
25-January-2018,15613.28,15623.06,15458.36,15514.22,
29-January-2018,15543.22,15618.63,15519.03,15532.52,
30-January-2018,15525.37,15528.56,15400.19,15417.84,
31-January-2018,15396.32,15427.94,15274.86,15347.19,
1-February-2018,15380.64,15450.21,15123.18,15329.54,
2-February-2018,15249.35,15251.10,14866.07,14886.09,
5-February-2018,14733.28,14825.28,14594.06,14792.53,
6-February-2018,14380.55,14657.28,14209.33,14541.76,
7-February-2018,14694.98,14732.72,14532.07,14562.00,
8-February-2018,14608.03,14821.01,14586.15,14752.56,
9-February-2018,14574.98,14680.96,14502.25,14649.94,
12-February-2018,14730.18,14819.10,14720.82,14796.56,
14-February-2018,14862.77,14883.14,14716.14,14761.66,
15-February-2018,14786.58,14877.64,14710.21,14756.19,
16-February-2018,14801.85,14855.77,14584.21,14614.53,
19-February-2018,14635.40,14654.62,14392.50,14495.16,
20-February-2018,14525.43,14574.91,14466.63,14482.76,
21-February-2018,14524.98,14559.71,14454.41,14509.55,
22-February-2018,14491.46,14503.80,14441.30,14468.09,
23-February-2018,14478.51,14648.63,14477.43,14639.90,
26-February-2018,14686.73,14784.52,14686.65,14774.15,
27-February-2018,14814.52,14845.60,14713.37,14723.23,
28-February-2018,14646.16,14710.64,14596.80,14670.49,
1-March-2018,14666.15,14727.78,14598.56,14611.24,
5-March-2018,14599.70,14599.88,14424.06,14467.33,
6-March-2018,14562.78,14593.41,14277.32,14314.45,
7-March-2018,14299.42,14310.25,14141.02,14158.53,
8-March-2018,14228.49,14288.47,14100.69,14256.22,
9-March-2018,14294.95,14337.96,14212.38,14234.38,
12-March-2018,14300.42,14455.22,14300.39,14440.49,
13-March-2018,14411.63,14559.50,14406.09,14495.87,
14-March-2018,14462.08,14512.12,14408.95,14498.08,
15-March-2018,14503.78,14539.87,14454.37,14469.75,
16-March-2018,14477.86,14479.52,14257.34,14276.76,
19-March-2018,14310.97,14312.26,14075.80,14101.12,
20-March-2018,14064.88,14173.98,14029.25,14132.99,
21-March-2018,14174.18,14288.31,14150.03,14180.71,
22-March-2018,14204.02,14245.53,14092.88,14105.36,
23-March-2018,13956.72,13961.52,13856.31,13937.09,
26-March-2018,13923.84,14132.02,13887.84,14115.71,
27-March-2018,14168.00,14261.50,14165.51,14216.61,
28-March-2018,14185.07,14188.67,14106.47,14125.53,
2-April-2018,14161.85,14307.05,14159.26,14295.11,
3-April-2018,14282.16,14390.96,14263.50,14377.82,
4-April-2018,14413.34,14451.98,14206.80,14219.56,
5-April-2018,14327.29,14495.42,14323.86,14483.13,
6-April-2018,14488.02,14547.59,14448.16,14526.25,
9-April-2018,14546.33,14614.10,14527.69,14581.07,
10-April-2018,14626.31,14652.12,14577.51,14603.47,
11-April-2018,14637.26,14641.18,14543.78,14616.14,
12-April-2018,14631.38,14679.81,14597.26,14647.00,
13-April-2018,14674.93,14743.29,14643.92,14684.22,
16-April-2018,14610.17,14762.70,14589.86,14751.16,
17-April-2018,14780.51,14803.72,14723.12,14786.90,
18-April-2018,14813.63,14851.01,14734.54,14760.19,
19-April-2018,14790.67,14835.00,14788.95,14828.75,
